"study","college","origin","distance","area","washroom","rent","neighborhood","course"
"Undergrad","Medicine","Saskatchewan","30-45 minutes",21,0,420,"1040","MED-U-005"
"Undergrad","Business","Out of Province","30-45 minutes",26.5,0,420,"1052","BUS-U-026"
"Undergrad","Engineering","Saskatchewan","more than 45 minutes",27,0,400,"0010","ENG-U-022"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",18,0,520,"0013","ASC-U-077"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",33.5,1,830,"1012","ASC-G-009"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",27.5,1,750,"1036","ASC-U-093"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",19.5,0,590,"1007","ASC-U-028"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",23,0,570,"1044","ASC-U-019"
"Undergrad","Business","Saskatchewan","30-45 minutes",35,0,730,"1048","BUS-U-005"
"Undergrad","Engineering","Out of Province","30-45 minutes",25,1,730,"1037","ENG-U-016"
"Grad","Arts and Science","Out of Province","15-30 minutes",41.5,1,1120,"2007","ASC-G-009"
"Grad","Public Health","Saskatchewan","30-45 minutes",34.5,1,1010,"1050","HEA-G-002"
"Med Residents","Medicine","Saskatchewan","30-45 minutes",48.5,0,1160,"1021","MED-M-003"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",47,0,930,"1011","ASC-U-067"
"Undergrad","Arts and Science","International","more than 45 minutes",36,0,600,"0017","ASC-U-034"
"Undergrad","Nursing","Saskatchewan","15-30 minutes",31.5,0,770,"2009","NUR-U-016"
"Undergrad","Business","Out of Province","15-30 minutes",37.5,1,1190,"2012","BUS-U-032"
"Undergrad","Business","Out of Province","more than 45 minutes",26.5,0,500,"0018","BUS-U-028"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",26,1,890,"1040","ASC-G-008"
"Undergrad","Nursing","Out of Province","15-30 minutes",23.5,1,770,"2001","NUR-U-017"
"Undergrad","Veterinary Medicine","International","30-45 minutes",26.5,1,620,"1007","VET-U-002"
"Undergrad","Engineering","Saskatchewan","15-30 minutes",45,0,810,"2027","ENG-U-019"
"Med Residents","Medicine","Saskatchewan","less than 15 minutes",33,0,780,"3007","MED-M-007"
"Grad","Medicine","Saskatchewan","more than 45 minutes",45,0,1750,"0006","MED-G-001"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",27.5,0,550,"1034","ASC-U-058"
"Undergrad","Arts and Science","International","15-30 minutes",29.5,0,590,"2037","ASC-U-071"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",33,0,1010,"3006","ASC-U-108"
"Undergrad","Education","Saskatchewan","more than 45 minutes",24.5,0,440,"0001","EDU-U-022"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",21,0,390,"0001","ASC-U-107"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",26.5,0,730,"2021","ASC-U-134"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",22.5,1,740,"2008","ASC-U-022"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",29,0,370,"0014","ASC-U-101"
"Undergrad","Education","Saskatchewan","more than 45 minutes",31,0,680,"0010","EDU-U-016"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",28,0,700,"2031","AGR-U-005"
"Non-degree","Arts and Science","International","30-45 minutes",21,0,410,"1020","ASC-N-002"
"Grad","Nursing","Saskatchewan","30-45 minutes",17,1,460,"1047","NUR-G-002"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",34,0,600,"1014","ASC-U-105"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",39.5,1,860,"1042","AGR-U-022"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",37,0,620,"1019","ENG-U-022"
"Grad","Medicine","Saskatchewan","30-45 minutes",25.5,1,810,"1031","MED-G-003"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",20.5,0,620,"2033","ASC-U-002"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",23.5,1,490,"0004","ASC-U-095"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",23.5,0,630,"2016","ASC-U-008"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",47,0,1250,"3008","ASC-U-071"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",20.5,0,580,"1002","ASC-U-058"
"Non-degree","Nursing","Saskatchewan","less than 15 minutes",30,1,1020,"3002","NUR-N-001"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",17.5,0,650,"2034","ASC-U-021"
"Undergrad","Business","Saskatchewan","30-45 minutes",39.5,0,870,"1033","BUS-U-025"
"Undergrad","Arts and Science","International","30-45 minutes",25,0,620,"1039","ASC-U-024"
"Undergrad","Arts and Science","International","15-30 minutes",33,0,640,"2010","ASC-U-029"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",32.5,0,740,"1001","ASC-U-139"
"Undergrad","Kinesiology","International","more than 45 minutes",31.5,1,830,"0020","KIN-U-002"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",24,0,580,"2004","ASC-U-064"
"Grad","Agriculture & Bioresources","Out of Province","15-30 minutes",26,0,590,"2020","AGR-G-003"
"Grad","Public Health","Saskatchewan","15-30 minutes",28.5,0,530,"2017","HEA-G-002"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",24.5,0,660,"1007","ASC-U-121"
"Undergrad","Law","Saskatchewan","15-30 minutes",30.5,0,690,"2021","LAW-U-005"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",30.5,0,470,"1019","ASC-U-016"
"Grad","Nursing","International","15-30 minutes",39.5,1,1190,"2013","NUR-G-003"
"Undergrad","Engineering","Out of Province","30-45 minutes",34,0,570,"1045","ENG-U-009"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",33.5,0,770,"2003","ASC-U-079"
"Undergrad","Kinesiology","Saskatchewan","30-45 minutes",39,0,800,"1044","KIN-U-002"
"Undergrad","Business","International","30-45 minutes",35.5,1,830,"1053","BUS-U-013"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",35,1,740,"1029","ASC-U-044"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",40.5,0,820,"2019","ASC-U-058"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",32,0,570,"1021","ASC-U-002"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",26.5,0,630,"1027","ASC-U-013"
"Undergrad","Medicine","Saskatchewan","15-30 minutes",21.5,0,670,"2028","MED-U-002"
"Undergrad","Kinesiology","International","less than 15 minutes",23,0,820,"3010","KIN-U-001"
"Undergrad","Business","Saskatchewan","30-45 minutes",42.5,0,890,"1041","BUS-U-030"
"Grad","Medicine","International","15-30 minutes",38,0,850,"2026","MED-G-001"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",31.5,1,760,"0022","ASC-U-119"
"Undergrad","Business","Saskatchewan","15-30 minutes",30.5,0,830,"2010","BUS-U-023"
"Undergrad","Kinesiology","Saskatchewan","30-45 minutes",31,0,580,"1009","KIN-U-010"
"Grad","Arts and Science","Saskatchewan","15-30 minutes",41,1,1110,"2027","ASC-G-010"
"Undergrad","Education","Saskatchewan","15-30 minutes",29.5,1,1110,"2007","EDU-U-020"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",27.5,1,900,"2024","AGR-U-020"
"Grad","Education","Saskatchewan","30-45 minutes",36.5,1,1160,"1002","EDU-G-002"
"Grad","Education","Saskatchewan","less than 15 minutes",28,0,670,"3005","EDU-G-007"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",24,0,690,"1033","ASC-U-104"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",28.5,0,750,"2006","ASC-U-137"
"Undergrad","Arts and Science","International","15-30 minutes",32.5,1,790,"2036","ASC-U-043"
"Undergrad","Business","Out of Province","30-45 minutes",43,0,770,"1002","BUS-U-008"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",41.5,0,1260,"2005","ASC-U-131"
"Undergrad","Business","International","15-30 minutes",45,0,1190,"2014","BUS-U-016"
"Undergrad","Kinesiology","Saskatchewan","30-45 minutes",30,0,510,"1005","KIN-U-007"
"Undergrad","Kinesiology","International","more than 45 minutes",45.5,0,760,"0014","KIN-U-002"
"Undergrad","Education","Saskatchewan","more than 45 minutes",35.5,1,1280,"0004","EDU-U-021"
"Undergrad","Business","Saskatchewan","30-45 minutes",16,1,580,"1013","BUS-U-006"
"Undergrad","Education","Saskatchewan","30-45 minutes",21,0,570,"1037","EDU-U-001"
"Med Residents","Medicine","Saskatchewan","15-30 minutes",32,1,820,"2020","MED-M-007"
"Undergrad","Law","Out of Province","more than 45 minutes",42,1,1900,"0004","LAW-U-004"
"Undergrad","Arts and Science","International","15-30 minutes",31.5,0,730,"2019","ASC-U-093"
"Undergrad","Arts and Science","International","less than 15 minutes",25.5,0,720,"3001","ASC-U-054"
"Grad","Medicine","Saskatchewan","15-30 minutes",22.5,1,760,"2011","MED-G-003"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",29.5,0,730,"2026","ASC-U-023"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",25,0,630,"1039","ASC-U-027"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",22,1,640,"1042","ASC-U-137"
"Grad","Nursing","Saskatchewan","30-45 minutes",41,0,780,"1010","NUR-G-003"
"Undergrad","Kinesiology","International","30-45 minutes",26,0,380,"1054","KIN-U-010"
"Grad","Agriculture & Bioresources","Out of Province","30-45 minutes",29,0,680,"1044","AGR-G-001"
"Undergrad","Law","Saskatchewan","more than 45 minutes",23.5,0,370,"0008","LAW-U-006"
"Undergrad","Engineering","Out of Province","30-45 minutes",19.5,1,420,"1049","ENG-U-013"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",25.5,1,480,"1031","ASC-U-107"
"Grad","Medicine","Saskatchewan","more than 45 minutes",21,1,630,"0021","MED-G-001"
"Undergrad","Arts and Science","International","15-30 minutes",23.5,1,690,"2029","ASC-U-003"
"Grad","Education","Saskatchewan","15-30 minutes",26.5,1,750,"2026","EDU-G-009"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",29,0,640,"1037","AGR-U-024"
"Undergrad","Education","Saskatchewan","30-45 minutes",23,0,550,"1021","EDU-U-003"
"Grad","Medicine","Saskatchewan","30-45 minutes",40,0,850,"1035","MED-G-001"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",53,0,1240,"1047","AGR-U-023"
"Undergrad","Business","Saskatchewan","15-30 minutes",40,0,730,"2008","BUS-U-006"
"Undergrad","Business","Out of Province","15-30 minutes",40.5,0,900,"2006","BUS-U-032"
"Grad","Education","Saskatchewan","more than 45 minutes",33,0,560,"0011","EDU-G-002"
"Grad","Engineering","Saskatchewan","30-45 minutes",42,1,1270,"1015","ENG-G-003"
"Grad","Engineering","Saskatchewan","less than 15 minutes",30.5,0,1280,"3008","ENG-G-002"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",21.5,1,650,"2030","ASC-U-041"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",32.5,0,650,"1052","AGR-U-014"
"Undergrad","Engineering","International","less than 15 minutes",24,0,740,"3003","ENG-U-002"
"Undergrad","Kinesiology","Saskatchewan","more than 45 minutes",21,0,540,"0014","KIN-U-001"
"Undergrad","Arts and Science","International","less than 15 minutes",25.5,0,680,"3005","ASC-U-138"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",44,1,1090,"2019","ASC-U-108"
"Med Residents","Medicine","International","30-45 minutes",20,0,500,"1030","MED-M-002"
"Grad","Arts and Science","Saskatchewan","15-30 minutes",37,0,1010,"2032","ASC-G-015"
"Undergrad","Education","International","30-45 minutes",32,0,700,"1050","EDU-U-013"
"Grad","Business","Saskatchewan","15-30 minutes",28,0,810,"2036","BUS-G-001"
"Undergrad","Kinesiology","Saskatchewan","more than 45 minutes",37.5,0,620,"0006","KIN-U-007"
"Undergrad","Agriculture & Bioresources","Saskatchewan","less than 15 minutes",33.5,0,1200,"3007","AGR-U-007"
"Undergrad","Nursing","Out of Province","15-30 minutes",22,0,470,"2016","NUR-U-014"
"Undergrad","Kinesiology","Saskatchewan","15-30 minutes",31.5,1,900,"2006","KIN-U-006"
"Grad","Education","Out of Province","15-30 minutes",42,0,1190,"2023","EDU-G-008"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",27.5,1,530,"2037","ASC-U-096"
"Undergrad","Agriculture & Bioresources","Out of Province","30-45 minutes",20,0,440,"1015","AGR-U-025"
"Grad","Engineering","Saskatchewan","15-30 minutes",23.5,0,580,"2035","ENG-G-001"
"Undergrad","Engineering","Saskatchewan","15-30 minutes",27.5,1,700,"2027","ENG-U-012"
"Grad","Education","Saskatchewan","30-45 minutes",43,0,630,"1028","EDU-G-007"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",23,0,550,"1014","ASC-G-015"
"Undergrad","Agriculture & Bioresources","Out of Province","more than 45 minutes",40,1,1060,"0011","AGR-U-019"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",25.5,0,650,"1017","ASC-U-028"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",29,0,680,"2029","AGR-U-004"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",42.5,0,940,"1044","ASC-U-062"
"Undergrad","Pharmacy & Nutrition","Saskatchewan","30-45 minutes",22,1,590,"1002","PHARM-U-004"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",14.5,0,620,"1018","ASC-U-077"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",30.5,0,670,"1025","ENG-U-019"
"Undergrad","Business","Out of Province","30-45 minutes",26.5,0,640,"1015","BUS-U-009"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",35,1,890,"2033","ASC-U-111"
"Undergrad","Business","Saskatchewan","more than 45 minutes",34.5,1,900,"0022","BUS-U-013"
"Undergrad","Veterinary Medicine","Out of Province","30-45 minutes",24,0,650,"1010","VET-U-003"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",31.5,1,780,"1033","ASC-U-056"
"Undergrad","Engineering","Saskatchewan","less than 15 minutes",25,0,730,"3010","ENG-U-017"
"Undergrad","Arts and Science","International","more than 45 minutes",20.5,0,660,"0011","ASC-U-018"
"Grad","Education","Saskatchewan","30-45 minutes",30.5,0,810,"1042","EDU-G-006"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",54.5,0,1130,"1034","ENG-U-006"
"Undergrad","Veterinary Medicine","Saskatchewan","15-30 minutes",24,1,710,"2010","VET-U-003"
"Undergrad","Business","Saskatchewan","30-45 minutes",34,1,810,"1046","BUS-U-001"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",28.5,0,670,"2027","ASC-U-065"
"Undergrad","Law","Out of Province","30-45 minutes",51.5,1,1160,"1046","LAW-U-001"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",27.5,0,730,"2007","ASC-U-016"
"Undergrad","Education","Out of Province","30-45 minutes",45.5,0,1200,"1028","EDU-U-003"
"Undergrad","Engineering","Saskatchewan","15-30 minutes",35,1,1530,"2017","ENG-U-006"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",28,0,530,"1026","ASC-U-007"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",28,0,480,"0001","ASC-U-103"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",40.5,0,1610,"2024","AGR-U-025"
"Undergrad","Business","Saskatchewan","less than 15 minutes",37.5,0,1080,"3010","BUS-U-034"
"Grad","Agriculture & Bioresources","International","15-30 minutes",25,1,970,"2029","AGR-G-001"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",20,0,460,"1014","ASC-U-075"
"Grad","Others","International","30-45 minutes",34,0,900,"1036","OTH-G-002"
"Undergrad","Education","Saskatchewan","30-45 minutes",27,1,690,"1042","EDU-U-015"
"Undergrad","Education","Out of Province","30-45 minutes",26.5,1,730,"1034","EDU-U-004"
"Undergrad","Arts and Science","Out of Province","less than 15 minutes",22.5,0,490,"3005","ASC-U-086"
"Undergrad","Business","Saskatchewan","more than 45 minutes",19.5,0,640,"0011","BUS-U-021"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",27,0,650,"2023","ASC-U-067"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",22.5,0,610,"3010","ASC-U-128"
"Undergrad","Arts and Science","International","more than 45 minutes",24.5,0,520,"0020","ASC-U-075"
"Undergrad","Business","Saskatchewan","30-45 minutes",26.5,0,550,"1027","BUS-U-015"
"Grad","Medicine","Out of Province","30-45 minutes",28,0,460,"1049","MED-G-001"
"Grad","Arts and Science","Saskatchewan","15-30 minutes",23.5,1,750,"2013","ASC-G-008"
"Undergrad","Agriculture & Bioresources","International","more than 45 minutes",37,1,720,"0006","AGR-U-011"
"Undergrad","Arts and Science","International","30-45 minutes",30.5,1,820,"1040","ASC-U-107"
"Undergrad","Engineering","Saskatchewan","more than 45 minutes",29.5,0,440,"0009","ENG-U-018"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",22,0,430,"1052","AGR-U-018"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",23,0,610,"2012","ASC-U-063"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",44.5,1,1570,"3007","ASC-U-071"
"Grad","Business","International","more than 45 minutes",44,0,890,"0002","BUS-G-001"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",20,0,570,"1005","ASC-U-131"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",39.5,0,870,"1035","ASC-U-028"
"Med Residents","Medicine","Saskatchewan","30-45 minutes",30.5,0,620,"1054","MED-M-009"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",59,0,1410,"1034","ASC-G-012"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",18.5,1,490,"0008","ASC-U-015"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",40.5,1,850,"1025","ASC-U-032"
"Undergrad","Business","Out of Province","more than 45 minutes",25,0,430,"0005","BUS-U-010"
"Undergrad","Business","Saskatchewan","30-45 minutes",27.5,0,400,"1032","BUS-U-033"
"Undergrad","Nursing","Saskatchewan","more than 45 minutes",32,0,480,"0013","NUR-U-010"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",25,1,920,"3007","ASC-U-107"
"Non-degree","Arts and Science","Saskatchewan","15-30 minutes",40.5,0,1170,"2001","ASC-N-001"
"Grad","Veterinary Medicine","Saskatchewan","30-45 minutes",25,1,590,"1042","VET-G-002"
"Undergrad","Education","Saskatchewan","30-45 minutes",35,0,920,"1051","EDU-U-024"
"Undergrad","Education","Saskatchewan","30-45 minutes",21.5,0,470,"1042","EDU-U-003"
"Undergrad","Arts and Science","Out of Province","more than 45 minutes",35,0,660,"0021","ASC-U-052"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",22,1,710,"1031","ASC-U-111"
"Undergrad","Education","Out of Province","15-30 minutes",24.5,0,500,"2019","EDU-U-023"
"Undergrad","Dentistry","International","less than 15 minutes",26.5,1,1410,"3006","DEN-U-003"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",18,1,560,"1052","ENG-U-012"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",22,0,480,"1037","ENG-U-021"
"Undergrad","Education","Saskatchewan","30-45 minutes",31.5,1,770,"1009","EDU-U-001"
"Undergrad","Business","International","30-45 minutes",21.5,0,430,"1050","BUS-U-010"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",27,0,510,"1037","ASC-U-104"
